rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
94,17500,Finance & Investments,Steve Cohen,67,United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,True,U,M,1956-06-11 00:00:00,Cohen,Steve,Founder,4/4/2023 5:01,Connecticut,Northeast,1956.0,6.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
94,17500,Finance & Investments,Carl Icahn,87,United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,True,U,M,1936-02-16 00:00:00,Icahn,Carl,Founder,4/4/2023 5:01,Florida,South,1936.0,2.0,16.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
94,17500,Metals & Mining,Savitri Jindal & family,73,India,Hisar,Steel,Metals & Mining,India,,False,D,F,1950-03-20 00:00:00,Jindal,Savitri,,4/4/2023 5:01,,,1950.0,3.0,20.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
97,17400,Real Estate,Donald Bren,91,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,True,U,M,1932-05-11 00:00:00,Bren,Donald,Chairman,4/4/2023 5:01,California,West,1932.0,5.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
97,17400,Fashion & Retail,"John Menard, Jr.",83,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",True,U,M,1940-01-22 00:00:00,Menard,John,Founder,4/4/2023 5:01,Wisconsin,Midwest,1940.0,1.0,22.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
99,17100,Media & Entertainment,Rupert Murdoch & family,92,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,False,D,M,1931-03-11 00:00:00,Murdoch,Rupert,Chairman and CEO,4/4/2023 5:01,New York,Northeast,1931.0,3.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
100,16700,Finance & Investments,Vicky Safra & family,70,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,,False,U,F,1953-01-01 00:00:00,Safra,Vicky,,4/4/2023 5:01,,,1953.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,,False,D,M,1951-01-01 00:00:00,Albrecht,Theo,,4/4/2023 5:01,,,1951.0,1.0,1.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
101,16500,Finance & Investments,Renata Kellnerova & family,56,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,,False,D,F,1967-07-04 00:00:00,Kellnerova,Renata,,4/4/2023 5:01,,,1967.0,7.0,4.0,116.48,2.8,-2147483648,65,101,79.0,14.9,47,10669709
103,16300,Healthcare,Li Xiting,72,China,Shenzhen,medical devices,Healthcare,Singapore,,True,D,M,1951-01-01 00:00:00,Li,Xiting,,4/4/2023 5:01,,,1951.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
104,16200,Fashion & Retail,Stefan Persson,76,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,False,D,M,1947-10-04 00:00:00,Persson,Stefan,Chairman,4/4/2023 5:01,,,1947.0,10.0,4.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
104,16200,Technology,Eric Schmidt,68,United States,Atherton,Google,Technology,United States,,True,D,M,1955-04-27 00:00:00,Schmidt,Eric,,4/4/2023 5:01,California,West,1955.0,4.0,27.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
106,16000,Finance & Investments,Michael Platt,55,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,True,U,M,1968-03-18 00:00:00,Platt,Michael,Founder ,4/4/2023 5:01,,,1968.0,3.0,18.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
107,15900,Food & Beverage,Pang Kang,67,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,M,1956-01-19 00:00:00,Pang,Kang,,4/4/2023 5:01,,,1956.0,1.0,19.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,61,Germany,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,M,1962-01-01 00:00:00,Albrecht Jr.,Karl,,4/4/2023 5:01,,,1962.0,1.0,1.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
108,15800,Fashion & Retail,Beate Heister,61,United States,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,F,1962-01-01 00:00:00,Heister,Beate,,4/4/2023 5:01,,,1962.0,1.0,1.0,,,-2147483648,89,102,,,37,328239523
108,15800,Food & Beverage,Jorge Paulo Lemann & family,84,Switzerland,Zurich,Beer,Food & Beverage,Brazil,,True,U,M,1939-08-26 00:00:00,Lemann,Jorge Paulo,"Investor, Philanthropist",4/4/2023 5:01,,,1939.0,8.0,26.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
108,15800,Real Estate,Peter Woo,77,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,D,M,1946-09-05 00:00:00,Woo,Peter,,4/4/2023 5:01,,,1946.0,9.0,5.0,,,-2147483648,68,103,,,44,507454841
112,15600,Healthcare,Dilip Shanghvi,68,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,E,M,1955-10-01 00:00:00,Shanghvi,Dilip,,4/4/2023 5:01,,,1955.0,10.0,1.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
113,15500,Technology,Robert Pera,45,United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,True,U,M,1978-03-10 00:00:00,Pera,Robert,Chief Executive Officer,4/4/2023 5:01,California,West,1978.0,3.0,10.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
114,15300,Fashion & Retail,Radhakishan Damani,68,India,Mumbai,"Retail, investments",Fashion & Retail,India,,True,D,M,1955-01-01 00:00:00,Damani,Radhakishan,,4/4/2023 5:01,,,1955.0,1.0,1.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
115,15200,Automotive,Huang Shilin,56,China,Ningde,Batteries,Automotive,China,,True,D,M,1967-01-01 00:00:00,Huang,Shilin,,4/4/2023 5:01,,,1967.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
116,14900,Diversified,Dhanin Chearavanont,84,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,1939-04-19 00:00:00,Chearavanont,Dhanin,,4/4/2023 5:01,,,1939.0,4.0,19.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
116,14900,Fashion & Retail,David Green & family,82,United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,True,U,M,1941-11-13 00:00:00,Green,David,CEO,4/4/2023 5:01,Oklahoma,South,1941.0,11.0,13.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,79,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,,True,U,M,1944-05-02 00:00:00,Sirivadhanabhakdi,Charoen,,4/4/2023 5:01,,,1944.0,5.0,2.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,69,United Kingdom,London,Heineken,Food & Beverage,Netherlands,,False,D,F,1954-06-30 00:00:00,de Carvalho-Heineken,Charlene,,4/4/2023 5:01,,,1954.0,6.0,30.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
120,14600,Healthcare,Xu Hang,61,China,Shenzhen,Medical devices,Healthcare,Hong Kong,,True,D,M,1962-05-22 00:00:00,Xu,Hang,,4/4/2023 5:01,,,1962.0,5.0,22.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
121,14500,Automotive,Wei Jianjun & family,59,China,Baoding,Automobiles,Automotive,China,,True,D,M,1964-03-01 00:00:00,Wei,Jianjun,,4/4/2023 5:01,,,1964.0,3.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
122,14400,Metals & Mining,Alisher Usmanov,70,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,True,U,M,1953-09-09 00:00:00,Usmanov,Alisher,Founder,4/4/2023 5:01,,,1953.0,9.0,9.0,,,-2147483648,11,105,71.6,14.8,32,33580650
123,14300,Manufacturing,Goh Cheng Liang,96,Singapore,Singapore,Paints,Manufacturing,Singapore,,True,U,M,1927-06-27 00:00:00,Goh,Cheng Liang,,4/4/2023 5:01,,,1927.0,6.0,27.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
124,14200,Diversified,Kumar Birla,56,India,Mumbai,Commodities,Diversified,India,,False,D,M,1967-06-14 00:00:00,Birla,Kumar,,4/4/2023 5:01,,,1967.0,6.0,14.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
124,14200,Manufacturing,Aliko Dangote,66,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,True,U,M,1957-04-10 00:00:00,Dangote,Aliko,CEO,4/4/2023 5:01,,,1957.0,4.0,10.0,267.51,11.4,-2147483648,11,85,54.3,1.5,35,200963599
126,14100,Real Estate,Kwong Siu-hing,94,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,F,1929-12-02 00:00:00,Kwong,Siu-hing,,4/4/2023 5:01,,,1929.0,12.0,2.0,,,-2147483648,68,103,,,44,507454841
127,14000,Diversified,Idan Ofer,68,United Kingdom,London,Shipping,Diversified,Israel,,False,U,M,1955-10-02 00:00:00,Ofer,Idan,,4/4/2023 5:01,,,1955.0,10.0,2.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
128,13900,Healthcare,Chen Bang,58,China,Changsha,Hospitals,Healthcare,China,,True,U,M,1965-09-01 00:00:00,Chen,Bang,,4/4/2023 5:01,,,1965.0,9.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
128,13900,Gambling & Casinos,Lui Che Woo,94,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,,True,U,M,1929-04-01 00:00:00,Lui,Che Woo,,4/4/2023 5:01,,,1929.0,4.0,1.0,,,-2147483648,68,103,,,44,507454841
130,13700,Logistics,John Fredriksen,78,United Kingdom,London,Shipping,Logistics,Cyprus,,True,U,M,1945-02-01 00:00:00,Fredriksen,John,Investor,4/4/2023 5:01,,,1945.0,2.0,1.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
130,13700,Construction & Engineering,Diane Hendricks,76,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,True,U,F,1947-03-02 00:00:00,Hendricks,Diane,Cofounder,4/4/2023 5:01,Wisconsin,Midwest,1947.0,3.0,2.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
130,13700,Technology,Jan Koum,47,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,True,U,M,1976-02-24 00:00:00,Koum,Jan,"CEO, cofounder",4/4/2023 5:01,California,West,1976.0,2.0,24.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
133,13300,Sports,Jerry Jones,81,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,True,U,M,1942-10-13 00:00:00,Jones,Jerry,President and General Manager,4/4/2023 5:01,Texas,South,1942.0,10.0,13.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
133,13300,Energy,George Kaiser,81,United States,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,False,U,M,1942-07-29 00:00:00,Kaiser,George,Chairman,4/4/2023 5:01,Oklahoma,South,1942.0,7.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
133,13300,Real Estate,Joseph Lau,72,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,D,M,1951-07-21 00:00:00,Lau,Joseph,,4/4/2023 5:01,,,1951.0,7.0,21.0,,,-2147483648,68,103,,,44,507454841
136,13200,Automotive,Lu Xiangyang,61,China,Guangzhou,"Automobiles, batteries",Automotive,China,,True,D,M,1962-12-28 00:00:00,Lu,Xiangyang,,4/4/2023 5:01,,,1962.0,12.0,28.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
137,13100,Real Estate,Harry Triguboff,90,Australia,Sydney,Real estate,Real Estate,Australia,,True,U,M,1933-03-03 00:00:00,Triguboff,Harry,,4/4/2023 5:01,,,1933.0,3.0,3.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
138,12900,Finance & Investments,Uday Kotak,64,India,Mumbai,Banking,Finance & Investments,India,,True,D,M,1959-03-15 00:00:00,Kotak,Uday,,4/4/2023 5:01,,,1959.0,3.0,15.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
138,12900,Sports,Stanley Kroenke,76,United States,Electra,"Sports, real estate",Sports,United States,,True,U,M,1947-07-29 00:00:00,Kroenke,Stanley,,4/4/2023 5:01,Texas,South,1947.0,7.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
140,12600,Energy,Mikhail Fridman,59,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,,True,U,M,1964-04-21 00:00:00,Fridman,Mikhail,,4/4/2023 5:01,,,1964.0,4.0,21.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
141,12300,Energy,Sarath Ratanavadi,58,Thailand,Bangkok,Energy,Energy,Thailand,,True,U,M,1965-07-12 00:00:00,Ratanavadi,Sarath,,4/4/2023 5:01,,,1965.0,7.0,12.0,113.27,0.7,-2147483648,50,100,76.9,14.9,30,69625582
142,12200,Metals & Mining,Dang Yanbao,50,China,Yinchuan,Coal,Metals & Mining,China,,True,D,M,1973-02-01 00:00:00,Dang,Yanbao,,4/4/2023 5:01,,,1973.0,2.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
142,12200,Healthcare,Jiang Rensheng & family,70,China,Chongqing,Vaccines,Healthcare,China,,True,D,M,1953-10-08 00:00:00,Jiang,Rensheng,,4/4/2023 5:01,,,1953.0,10.0,8.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
144,12100,Automotive,Shahid Khan,73,United States,Naples,Auto parts,Automotive,United States,,True,U,M,1950-07-18 00:00:00,Khan,Shahid,,4/4/2023 5:01,Florida,South,1950.0,7.0,18.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
145,12000,Technology,Laurene Powell Jobs & family,60,United States,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,False,D,F,1963-11-06 00:00:00,Powell Jobs,Laurene,"Investor, Philanthropist",4/4/2023 5:01,California,West,1963.0,11.0,6.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
146,11800,Diversified,Robert Kuok,100,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,,True,U,M,1923-10-06 00:00:00,Kuok,Robert,,4/4/2023 5:01,,,1923.0,10.0,6.0,,,-2147483648,68,103,,,44,507454841
147,11600,Real Estate,Stephen Ross,83,United States,New York,Real estate,Real Estate,United States,,True,U,M,1940-05-10 00:00:00,Ross,Stephen,,4/4/2023 5:01,New York,Northeast,1940.0,5.0,10.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
148,11500,Technology,Pavel Durov,39,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,,True,D,M,1984-10-10 00:00:00,Durov,Pavel,,4/4/2023 5:01,,,1984.0,10.0,10.0,114.52,-1.9,-2147483648,37,109,77.8,0.1,16,9770529
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,1950-02-16 00:00:00,Struengmann,Andreas,,4/4/2023 5:01,,,1950.0,2.0,16.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,1950-02-16 00:00:00,Struengmann,Thomas,,4/4/2023 5:01,,,1950.0,2.0,16.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
151,11400,Food & Beverage,Liu Hanyuan,59,China,Chengdu,Agribusiness,Food & Beverage,China,,True,D,M,1964-01-01 00:00:00,Liu,Hanyuan,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
151,11400,Fashion & Retail,Michael Rubin,51,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,True,U,M,1972-07-21 00:00:00,Rubin,Michael,CEO,4/4/2023 5:01,Pennsylvania,Northeast,1972.0,7.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
153,11300,Finance & Investments,Israel Englander,75,United States,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",True,D,M,1948-09-30 00:00:00,Englander,Israel,Founder,4/4/2023 5:01,New York,Northeast,1948.0,9.0,30.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
153,11300,Manufacturing,Viatcheslav Kantor,70,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,,True,U,M,1953-09-08 00:00:00,Kantor,Viatcheslav,,4/4/2023 5:01,,,1953.0,9.0,8.0,108.15,0.8,-2147483648,64,105,82.8,23.1,26,9053300
153,11300,Manufacturing,Anthony Pratt,63,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,False,D,M,1960-04-11 00:00:00,Pratt,Anthony,,4/4/2023 5:01,,,1960.0,4.0,11.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
153,11300,Finance & Investments,Mikhail Prokhorov,58,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,,True,U,M,1965-05-03 00:00:00,Prokhorov,Mikhail,,4/4/2023 5:01,,,1965.0,5.0,3.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
157,11100,Fashion & Retail,Giorgio Armani,89,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,1934-07-11 00:00:00,Armani,Giorgio,,4/4/2023 5:01,,,1934.0,7.0,11.0,110.62,0.6,-2147483648,62,102,82.9,24.3,60,60297396
157,11100,Fashion & Retail,Johann Rupert & family,73,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,,False,U,M,1950-06-01 00:00:00,Rupert,Johann,,4/4/2023 5:01,,,1950.0,6.0,1.0,158.93,4.1,-2147483648,23,101,63.9,27.5,30,58558270
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,,True,D,M,1965-01-01 00:00:00,Gong,Hongjia,,4/4/2023 5:01,,,1965.0,1.0,1.0,,,-2147483648,68,103,,,44,507454841
159,11000,Technology,Zhang Zhidong,51,China,Shenzhen,Internet media,Technology,China,,True,D,M,1972-01-01 00:00:00,Zhang,Zhidong,,4/4/2023 5:01,,,1972.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
161,10900,Finance & Investments,Philip Anschutz,84,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,,False,E,M,1939-12-28 00:00:00,Anschutz,Philip,,4/4/2023 5:01,Colorado,West,1939.0,12.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
161,10900,Fashion & Retail,Judy Love & family,86,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,True,U,F,1937-06-17 00:00:00,Love,Judy,Chairman and CEO,4/4/2023 5:01,Oklahoma,South,1937.0,6.0,17.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,68,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,,False,D,M,1955-10-19 00:00:00,Salinas Pliego,Ricardo,,4/4/2023 5:01,,,1955.0,10.0,19.0,141.54,3.6,-2147483648,41,106,75.0,13.1,56,126014024
164,10700,Media & Entertainment,Donald Newhouse,94,United States,New York,Media,Media & Entertainment,United States,,False,D,M,1929-08-05 00:00:00,Newhouse,Donald,,4/4/2023 5:01,New York,Northeast,1929.0,8.0,5.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
165,10600,Sports,Robert Kraft,82,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,The Kraft Group,True,U,M,1941-06-05 00:00:00,Kraft,Robert,Chairman & CEO,4/4/2023 5:01,Massachusetts,Northeast,1941.0,6.0,5.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,,True,U,M,1950-01-01 00:00:00,Telles,Marcel Herrmann,,4/4/2023 5:01,,,1950.0,1.0,1.0,167.4,3.7,-2147483648,52,116,75.7,14.2,66,212559417
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,Moscow,Gold,Finance & Investments,Russia,,True,U,M,1966-03-12 00:00:00,Kerimov & family,Suleiman,,4/4/2023 5:01,,,1966.0,3.0,12.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
167,10500,Fashion & Retail,Sky Xu,39,China,Guangzhou,E-commerce,Fashion & Retail,China,,True,U,M,1984-01-01 00:00:00,Xu,Sky,,4/4/2023 5:01,,,1984.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
167,10500,Finance & Investments,Changpeng Zhao,46,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,,True,D,M,1977-09-10 00:00:00,Zhao,Changpeng,,4/4/2023 5:01,,,1977.0,9.0,10.0,114.52,-1.9,-2147483648,37,109,77.8,0.1,16,9770529
170,10300,Finance & Investments,Andrew Beal,71,United States,Dallas,"Banks, real estate",Finance & Investments,United States,,True,U,M,1952-11-29 00:00:00,Beal,Andrew,,4/4/2023 5:01,Texas,South,1952.0,11.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
171,10200,Technology,Mike Cannon-Brookes,44,Australia,Sydney,Software,Technology,Australia,,True,D,M,1979-11-17 00:00:00,Cannon-Brookes,Mike,,4/4/2023 5:01,,,1979.0,11.0,17.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
171,10200,Healthcare,Carl Cook,61,United States,Bloomington,Medical devices,Healthcare,United States,,False,D,M,1962-08-19 00:00:00,Cook,Carl,,4/4/2023 5:01,Indiana,Midwest,1962.0,8.0,19.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
171,10200,Technology,David Duffield,83,United States,Incline Village,Business software,Technology,United States,Workday,True,D,M,1940-09-21 00:00:00,Duffield,David,Chairman and Cofounder,4/4/2023 5:01,Nevada,West,1940.0,9.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
171,10200,Energy,Jeffery Hildebrand,64,United States,Houston,Oil,Energy,United States,,True,U,M,1959-03-05 00:00:00,Hildebrand,Jeffery,,4/4/2023 5:01,Texas,South,1959.0,3.0,5.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
171,10200,Manufacturing,Viktor Rashnikov,75,Russia,Magnitogorsk,Steel,Manufacturing,Russia,,True,U,M,1948-10-13 00:00:00,Rashnikov,Viktor,,4/4/2023 5:01,,,1948.0,10.0,13.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
171,10200,Technology,Eduardo Saverin,41,Singapore,Singapore,Facebook,Technology,Brazil,Meta Platforms,True,D,M,1982-03-19 00:00:00,Saverin,Eduardo,Investor,4/4/2023 5:01,,,1982.0,3.0,19.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
171,10200,Automotive,Georg Schaeffler,59,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,False,U,M,1964-10-19 00:00:00,Schaeffler,Georg,,4/4/2023 5:01,,,1964.0,10.0,19.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
171,10200,Fashion & Retail,Christy Walton,74,United States,Jackson,Walmart,Fashion & Retail,United States,,False,U,F,1949-02-08 00:00:00,Walton,Christy,,4/4/2023 5:01,Wyoming,South,1949.0,2.0,8.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
179,10100,Technology,Scott Farquhar,44,Australia,Sydney,Software,Technology,Australia,,True,D,M,1979-12-17 00:00:00,Farquhar,Scott,,4/4/2023 5:01,,,1979.0,12.0,17.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
179,10100,Diversified,Quek Leng Chan,82,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,,False,D,M,1941-08-12 00:00:00,Quek,Leng Chan,,4/4/2023 5:01,,,1941.0,8.0,12.0,121.46,0.7,-2147483648,46,106,76.0,12.0,39,32447385
179,10100,Real Estate,Wu Yajun,59,China,Beijing,Real estate,Real Estate,China,,True,D,F,1964-01-01 00:00:00,Wu,Yajun,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
182,10000,Energy,Autry Stephens,85,United States,Midland,Oil,Energy,United States,,True,U,M,1938-03-08 00:00:00,Stephens,Autry,,4/4/2023 5:01,Texas,South,1938.0,3.0,8.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
